crop_name,planting_date,harvest_date,growth_stage,pest_control_measures,yield_prediction
Cotton,2023-04-24,2023-09-15,Seedling,Neem oil application,3429
Potato,2023-03-15,2023-06-05,Seedling,Crop rotation,4889
Soybean,2023-08-15,2023-11-27,Seedling,Regular field monitoring,1965
Lettuce,2024-03-26,2024-07-08,Flowering,Use of organic pesticides,4950
Wheat,2023-12-02,2024-04-21,Flowering,Use of organic pesticides,4048
Cotton,2024-11-15,2025-04-25,Flowering,Crop rotation,1153
Potato,2024-01-25,2024-05-25,Seedling,Biological pest control,1886
Rice,2024-10-23,2025-02-22,Flowering,Biological pest control,543
Tomato,2023-06-03,2023-08-21,Fruiting,Biological pest control,4198
Lettuce,2024-04-24,2024-07-11,Maturity,Chemical pesticides,1701
Tomato,2023-04-14,2023-06-23,Seedling,Biological pest control,1201
Tomato,2024-02-13,2024-07-14,Flowering,Neem oil application,977
Lettuce,2024-08-16,2025-01-16,Seedling,Crop rotation,1924
Wheat,2024-03-30,2024-06-17,Flowering,Use of organic pesticides,2923
Lettuce,2023-07-10,2023-09-23,Vegetative,Crop rotation,2312
Barley,2023-08-12,2024-01-11,Maturity,Crop rotation,4109
Tomato,2024-01-04,2024-03-12,Vegetative,Crop rotation,1346
Barley,2023-10-27,2024-03-15,Vegetative,Biological pest control,4816
Corn,2024-01-06,2024-03-29,Vegetative,Regular field monitoring,2641
Potato,2023-05-07,2023-08-03,Seedling,Regular field monitoring,3010
Cotton,2023-07-12,2023-09-28,Maturity,Use of organic pesticides,3353
Rice,2023-09-04,2023-11-23,Flowering,Regular field monitoring,4172
Rice,2024-12-31,2025-04-15,Flowering,Crop rotation,4712
Soybean,2023-05-04,2023-09-06,Seedling,Neem oil application,4246
Barley,2023-03-29,2023-06-06,Fruiting,Crop rotation,2954
Barley,2024-03-24,2024-07-08,Flowering,Crop rotation,2958
Tomato,2024-03-29,2024-07-12,Seedling,Use of organic pesticides,1196
Soybean,2023-11-03,2024-03-02,Fruiting,Neem oil application,2406
Wheat,2023-06-17,2023-10-04,Flowering,Chemical pesticides,3830
Tomato,2023-07-10,2023-12-05,Vegetative,Crop rotation,3157
Potato,2024-08-13,2024-11-13,Fruiting,Regular field monitoring,3208
Tomato,2024-12-26,2025-06-14,Flowering,Crop rotation,3661
Wheat,2024-04-25,2024-07-26,Fruiting,Regular field monitoring,1154
Sugarcane,2024-01-07,2024-04-21,Flowering,Biological pest control,1704
Wheat,2023-09-01,2024-02-12,Vegetative,Chemical pesticides,4633
Sugarcane,2024-02-04,2024-05-31,Fruiting,Biological pest control,2455
Lettuce,2023-11-10,2024-05-05,Seedling,Crop rotation,629
Lettuce,2025-01-20,2025-04-19,Vegetative,Regular field monitoring,3906
Corn,2023-10-19,2024-03-25,Vegetative,Chemical pesticides,3070
Barley,2023-10-31,2024-01-19,Seedling,Crop rotation,685
Barley,2024-04-10,2024-08-27,Vegetative,Use of organic pesticides,2417
Cotton,2023-07-12,2023-11-12,Flowering,Chemical pesticides,1047
Wheat,2023-06-02,2023-11-26,Maturity,Regular field monitoring,2242
Wheat,2024-01-03,2024-04-01,Vegetative,Neem oil application,3693
Cotton,2023-09-13,2023-12-10,Seedling,Neem oil application,4666
Soybean,2023-06-16,2023-09-03,Seedling,Biological pest control,3573
Potato,2024-10-20,2025-03-20,Seedling,Neem oil application,1617
Barley,2023-04-09,2023-08-12,Fruiting,Neem oil application,2248
Cotton,2023-12-04,2024-05-09,Fruiting,Use of organic pesticides,733
Soybean,2024-02-05,2024-05-02,Flowering,Regular field monitoring,992
Barley,2023-04-05,2023-07-29,Flowering,Biological pest control,2924
Potato,2023-05-27,2023-10-11,Flowering,Regular field monitoring,532
Barley,2023-04-08,2023-07-30,Flowering,Chemical pesticides,844
Corn,2023-11-28,2024-05-22,Seedling,Use of organic pesticides,3127
Soybean,2023-07-05,2023-10-24,Fruiting,Regular field monitoring,855
Corn,2023-12-15,2024-05-07,Vegetative,Biological pest control,2869
Cotton,2023-10-28,2024-03-17,Seedling,Use of organic pesticides,4358
Rice,2023-10-01,2023-12-23,Vegetative,Regular field monitoring,3371
Corn,2023-08-20,2023-12-14,Vegetative,Chemical pesticides,4660
Sugarcane,2024-11-15,2025-04-21,Flowering,Use of organic pesticides,4525
Potato,2024-07-11,2024-10-05,Vegetative,Crop rotation,780
Tomato,2024-04-06,2024-10-03,Seedling,Regular field monitoring,3856
Soybean,2024-08-13,2024-11-18,Maturity,Chemical pesticides,2522
Barley,2024-10-04,2025-03-16,Maturity,Neem oil application,3776
Rice,2023-04-26,2023-08-18,Vegetative,Chemical pesticides,949
Tomato,2023-06-16,2023-11-24,Vegetative,Neem oil application,1190
Sugarcane,2023-11-16,2024-05-11,Flowering,Use of organic pesticides,1963
Soybean,2023-11-17,2024-01-22,Seedling,Use of organic pesticides,3108
Sugarcane,2023-08-29,2023-10-28,Vegetative,Neem oil application,4313
Wheat,2024-11-10,2025-04-13,Vegetative,Crop rotation,2148
Cotton,2024-11-29,2025-04-20,Fruiting,Biological pest control,4987
Barley,2023-06-24,2023-12-19,Vegetative,Chemical pesticides,4736
Potato,2024-03-19,2024-07-20,Fruiting,Use of organic pesticides,3829
Corn,2024-07-08,2024-11-16,Maturity,Neem oil application,708
Barley,2024-07-02,2024-11-10,Fruiting,Biological pest control,4040
Lettuce,2023-02-28,2023-05-26,Flowering,Use of organic pesticides,2053
Rice,2024-09-12,2024-11-29,Fruiting,Biological pest control,885
Cotton,2023-09-26,2024-03-07,Vegetative,Crop rotation,4956
Potato,2023-08-04,2023-12-31,Vegetative,Regular field monitoring,772
Sugarcane,2024-12-31,2025-05-13,Flowering,Crop rotation,3042
Soybean,2024-12-29,2025-03-26,Seedling,Chemical pesticides,4978
Rice,2023-05-21,2023-08-01,Seedling,Neem oil application,3784
Barley,2024-09-05,2024-12-02,Maturity,Crop rotation,2271
Barley,2023-05-03,2023-07-16,Seedling,Regular field monitoring,3087
Barley,2024-10-29,2025-04-07,Seedling,Chemical pesticides,913
Tomato,2023-12-29,2024-06-03,Flowering,Neem oil application,631
Barley,2023-02-21,2023-05-10,Vegetative,Neem oil application,3435
Rice,2023-11-26,2024-03-18,Seedling,Biological pest control,4791
Soybean,2024-11-27,2025-03-28,Fruiting,Neem oil application,673
Rice,2024-06-06,2024-10-12,Fruiting,Crop rotation,678
Rice,2024-09-16,2024-12-09,Seedling,Neem oil application,4130
Corn,2024-02-22,2024-07-19,Flowering,Neem oil application,534
Lettuce,2024-01-24,2024-04-14,Seedling,Biological pest control,1781
Tomato,2023-08-03,2023-11-22,Flowering,Crop rotation,4188
Tomato,2024-09-19,2025-02-18,Vegetative,Crop rotation,621
Cotton,2023-05-28,2023-10-31,Seedling,Use of organic pesticides,1209
Sugarcane,2023-05-13,2023-08-07,Seedling,Use of organic pesticides,1905
Tomato,2024-11-09,2025-03-09,Fruiting,Neem oil application,2354
Soybean,2024-02-13,2024-07-08,Fruiting,Chemical pesticides,2019
Soybean,2023-04-13,2023-08-22,Maturity,Regular field monitoring,4274
Barley,2024-04-30,2024-09-24,Seedling,Neem oil application,4263
Sugarcane,2024-11-04,2025-02-26,Maturity,Use of organic pesticides,968
Corn,2023-06-30,2023-09-23,Maturity,Neem oil application,4914
Barley,2023-04-29,2023-08-10,Fruiting,Crop rotation,2752
Lettuce,2024-08-19,2025-01-24,Flowering,Chemical pesticides,3202
Sugarcane,2024-03-28,2024-09-06,Seedling,Crop rotation,2856
Tomato,2024-10-26,2025-04-21,Vegetative,Biological pest control,1933
Wheat,2023-03-16,2023-09-02,Flowering,Crop rotation,1522
Potato,2023-09-20,2024-02-24,Seedling,Regular field monitoring,3546
Cotton,2025-01-06,2025-04-02,Vegetative,Biological pest control,3820
Corn,2023-09-29,2024-02-22,Seedling,Use of organic pesticides,3571
Lettuce,2023-08-26,2023-11-17,Maturity,Use of organic pesticides,4130
Potato,2024-11-11,2025-01-30,Flowering,Biological pest control,4459
Tomato,2024-04-22,2024-09-10,Vegetative,Biological pest control,1808
Cotton,2024-09-24,2025-01-02,Maturity,Crop rotation,2668
Lettuce,2024-04-09,2024-06-25,Flowering,Neem oil application,4449
Barley,2024-02-29,2024-06-15,Flowering,Regular field monitoring,4290
Wheat,2024-01-07,2024-06-03,Vegetative,Chemical pesticides,3234
Potato,2024-06-13,2024-09-15,Vegetative,Use of organic pesticides,4182
Corn,2023-11-03,2024-04-15,Fruiting,Use of organic pesticides,2315
Sugarcane,2024-01-24,2024-07-01,Seedling,Crop rotation,4016
Corn,2023-03-14,2023-09-05,Flowering,Use of organic pesticides,4685
Barley,2024-05-01,2024-10-05,Flowering,Regular field monitoring,2666
Potato,2023-03-18,2023-05-19,Seedling,Neem oil application,2187
Cotton,2024-02-18,2024-06-05,Vegetative,Crop rotation,1682
Potato,2025-01-02,2025-03-17,Maturity,Crop rotation,3595
Rice,2023-08-18,2023-11-21,Fruiting,Crop rotation,4378
Corn,2024-07-18,2025-01-09,Seedling,Biological pest control,1515
Sugarcane,2023-11-08,2024-03-27,Fruiting,Use of organic pesticides,3301
Tomato,2024-03-16,2024-06-03,Vegetative,Use of organic pesticides,3079
Lettuce,2024-10-27,2025-02-19,Fruiting,Regular field monitoring,4199
Soybean,2024-08-06,2024-10-05,Fruiting,Chemical pesticides,3575
Lettuce,2024-02-06,2024-06-02,Fruiting,Crop rotation,3400
Wheat,2024-08-09,2024-10-08,Maturity,Chemical pesticides,4174
Potato,2024-11-22,2025-03-05,Maturity,Crop rotation,4402
Tomato,2024-03-05,2024-07-27,Seedling,Chemical pesticides,4920
Sugarcane,2024-12-20,2025-04-29,Flowering,Use of organic pesticides,2302
Sugarcane,2024-04-27,2024-09-25,Flowering,Crop rotation,1598
Lettuce,2023-10-12,2024-03-12,Vegetative,Neem oil application,1673
Barley,2023-03-31,2023-06-25,Flowering,Use of organic pesticides,1099
Sugarcane,2023-04-09,2023-09-16,Flowering,Chemical pesticides,1912
Corn,2023-12-12,2024-03-26,Fruiting,Use of organic pesticides,1939
Barley,2023-11-28,2024-05-12,Seedling,Chemical pesticides,4527
Wheat,2023-04-03,2023-09-11,Fruiting,Neem oil application,4920
Barley,2023-11-18,2024-02-25,Fruiting,Neem oil application,2344
Corn,2024-10-09,2025-01-27,Vegetative,Regular field monitoring,4355
Lettuce,2023-12-17,2024-06-04,Vegetative,Chemical pesticides,4523
Lettuce,2024-05-03,2024-07-21,Seedling,Crop rotation,1335
Tomato,2023-04-17,2023-07-27,Seedling,Biological pest control,4462
Lettuce,2024-07-21,2024-12-31,Vegetative,Crop rotation,3994
Soybean,2024-10-29,2025-04-06,Maturity,Regular field monitoring,1698
Barley,2024-06-12,2024-12-04,Maturity,Use of organic pesticides,669
Lettuce,2023-07-01,2023-10-07,Flowering,Biological pest control,4523
Lettuce,2024-08-16,2024-11-01,Fruiting,Crop rotation,4101
Potato,2023-03-21,2023-06-08,Vegetative,Regular field monitoring,1544
Wheat,2023-08-22,2024-01-09,Maturity,Regular field monitoring,4582
Tomato,2023-05-01,2023-09-07,Fruiting,Neem oil application,3098
Rice,2024-09-15,2025-01-23,Flowering,Use of organic pesticides,1680
Barley,2023-06-05,2023-10-26,Fruiting,Chemical pesticides,2515
Cotton,2024-12-31,2025-05-26,Flowering,Regular field monitoring,4434
Rice,2024-10-05,2025-02-27,Vegetative,Neem oil application,4999
Potato,2024-09-06,2025-02-19,Seedling,Biological pest control,1619
Potato,2024-03-29,2024-06-20,Vegetative,Biological pest control,3999
Barley,2024-05-13,2024-07-13,Flowering,Chemical pesticides,3374
Sugarcane,2024-12-24,2025-03-11,Vegetative,Chemical pesticides,1366
Corn,2023-11-05,2024-02-10,Seedling,Use of organic pesticides,2421
Rice,2023-05-20,2023-08-26,Fruiting,Crop rotation,600
Potato,2024-02-11,2024-04-26,Vegetative,Biological pest control,4495
Wheat,2023-05-24,2023-08-31,Flowering,Crop rotation,3939
Rice,2024-08-31,2025-01-14,Maturity,Biological pest control,3728
Tomato,2023-03-26,2023-08-14,Fruiting,Use of organic pesticides,3628
Lettuce,2024-08-02,2024-11-14,Fruiting,Neem oil application,2240
Lettuce,2023-10-21,2024-01-21,Seedling,Regular field monitoring,4010
Wheat,2024-05-25,2024-08-22,Maturity,Regular field monitoring,1852
Cotton,2024-06-09,2024-08-21,Seedling,Chemical pesticides,1195
Corn,2025-01-14,2025-07-13,Fruiting,Regular field monitoring,4067
Sugarcane,2023-05-01,2023-09-08,Vegetative,Use of organic pesticides,2320
Potato,2024-06-18,2024-12-08,Flowering,Biological pest control,780
Lettuce,2023-07-16,2023-10-21,Fruiting,Use of organic pesticides,2927
Barley,2024-07-29,2024-12-16,Fruiting,Chemical pesticides,958
Sugarcane,2025-01-29,2025-06-26,Vegetative,Chemical pesticides,3059
Wheat,2023-06-27,2023-10-03,Seedling,Regular field monitoring,927
Soybean,2024-06-09,2024-08-16,Fruiting,Regular field monitoring,2025
Wheat,2024-05-26,2024-09-16,Flowering,Neem oil application,4142
Barley,2024-10-27,2025-01-01,Fruiting,Crop rotation,1282
Soybean,2023-12-09,2024-03-15,Seedling,Neem oil application,3847
Sugarcane,2024-02-05,2024-05-21,Vegetative,Biological pest control,3701
Cotton,2023-07-14,2023-10-11,Vegetative,Use of organic pesticides,1262
Corn,2023-07-07,2023-12-25,Maturity,Use of organic pesticides,3247
Barley,2023-11-11,2024-04-07,Seedling,Neem oil application,4611
Rice,2024-03-23,2024-06-26,Vegetative,Use of organic pesticides,4252
Potato,2024-10-28,2025-03-09,Seedling,Biological pest control,1352
Barley,2024-10-05,2025-02-05,Flowering,Use of organic pesticides,4844
Potato,2023-03-03,2023-07-16,Seedling,Biological pest control,619
Soybean,2023-02-23,2023-05-03,Maturity,Neem oil application,4078
Rice,2024-07-15,2024-12-25,Fruiting,Crop rotation,1040
Lettuce,2024-08-09,2025-01-03,Seedling,Crop rotation,4063
Wheat,2023-12-02,2024-02-25,Flowering,Crop rotation,2283
Rice,2024-10-17,2025-02-01,Fruiting,Neem oil application,607
Lettuce,2024-10-25,2025-02-11,Seedling,Biological pest control,2565
Wheat,2023-09-10,2023-11-24,Flowering,Neem oil application,3927
Potato,2024-08-25,2025-02-21,Vegetative,Chemical pesticides,3140
Wheat,2024-08-27,2025-01-30,Vegetative,Chemical pesticides,3561
Lettuce,2024-07-17,2024-10-09,Maturity,Regular field monitoring,4762
Barley,2023-02-17,2023-05-04,Flowering,Chemical pesticides,3369
Soybean,2024-04-14,2024-07-08,Fruiting,Biological pest control,3795
Potato,2023-07-12,2023-12-03,Vegetative,Biological pest control,2190
Soybean,2024-06-26,2024-11-25,Vegetative,Use of organic pesticides,2425
Potato,2024-08-07,2024-10-08,Flowering,Regular field monitoring,4176
Rice,2025-02-08,2025-05-15,Vegetative,Biological pest control,1006
Barley,2024-08-20,2024-12-19,Maturity,Regular field monitoring,4655
Wheat,2024-03-05,2024-08-27,Vegetative,Crop rotation,3255
Lettuce,2024-06-20,2024-08-28,Vegetative,Neem oil application,4754
Cotton,2023-06-14,2023-08-19,Seedling,Biological pest control,4259
Rice,2023-04-21,2023-08-04,Fruiting,Crop rotation,2744
Rice,2024-01-15,2024-03-19,Seedling,Crop rotation,2182
Sugarcane,2024-03-03,2024-05-16,Flowering,Use of organic pesticides,3919
Corn,2025-02-13,2025-04-30,Vegetative,Neem oil application,868
Lettuce,2023-07-02,2023-09-24,Vegetative,Regular field monitoring,1601
Soybean,2024-12-14,2025-04-15,Maturity,Use of organic pesticides,853
Rice,2024-07-21,2024-09-22,Vegetative,Chemical pesticides,4859
Lettuce,2024-11-17,2025-03-07,Fruiting,Regular field monitoring,4818
Rice,2023-12-06,2024-02-11,Fruiting,Chemical pesticides,2049
Sugarcane,2024-10-30,2025-02-24,Flowering,Crop rotation,1712
Soybean,2024-10-01,2025-02-05,Maturity,Regular field monitoring,3740
Potato,2024-08-26,2025-01-06,Seedling,Neem oil application,1716
Soybean,2024-04-15,2024-06-29,Vegetative,Neem oil application,1789
Soybean,2024-05-19,2024-10-16,Maturity,Biological pest control,1949
Rice,2024-12-15,2025-04-19,Flowering,Chemical pesticides,2597
Sugarcane,2023-10-11,2023-12-17,Flowering,Chemical pesticides,1806
Lettuce,2024-05-28,2024-09-11,Fruiting,Use of organic pesticides,622
Cotton,2023-08-22,2023-12-08,Seedling,Regular field monitoring,2106
Lettuce,2024-01-16,2024-04-02,Fruiting,Neem oil application,2437
Barley,2024-11-20,2025-02-27,Vegetative,Use of organic pesticides,2129
Corn,2023-07-09,2023-12-18,Seedling,Crop rotation,756
Corn,2023-06-17,2023-08-24,Flowering,Regular field monitoring,2197
Tomato,2024-11-01,2025-01-28,Fruiting,Biological pest control,4795
Lettuce,2024-09-13,2024-12-19,Fruiting,Regular field monitoring,4192
Sugarcane,2023-09-02,2023-11-10,Vegetative,Chemical pesticides,2920
Soybean,2023-03-19,2023-07-19,Maturity,Regular field monitoring,3224
Tomato,2024-11-19,2025-04-07,Maturity,Crop rotation,1604
Corn,2023-10-01,2024-03-20,Flowering,Regular field monitoring,1982
Rice,2024-02-13,2024-05-01,Maturity,Use of organic pesticides,2383
Wheat,2024-03-08,2024-05-19,Seedling,Chemical pesticides,4996
Barley,2024-12-31,2025-04-16,Maturity,Regular field monitoring,1218
Barley,2024-05-07,2024-10-20,Fruiting,Regular field monitoring,2688
Rice,2023-12-20,2024-05-12,Vegetative,Crop rotation,2178
Rice,2024-10-07,2025-03-07,Flowering,Chemical pesticides,1379
Cotton,2024-10-13,2025-02-25,Vegetative,Crop rotation,1287
Soybean,2023-05-03,2023-09-24,Fruiting,Regular field monitoring,3654
Soybean,2024-05-05,2024-10-08,Fruiting,Biological pest control,900
Sugarcane,2023-08-24,2024-01-02,Maturity,Regular field monitoring,882
Barley,2024-05-26,2024-10-04,Flowering,Use of organic pesticides,649
Potato,2023-04-14,2023-07-11,Vegetative,Biological pest control,3991
Potato,2024-10-06,2025-01-20,Maturity,Regular field monitoring,809
Sugarcane,2023-05-03,2023-09-22,Vegetative,Neem oil application,4458
Barley,2024-02-10,2024-04-13,Maturity,Regular field monitoring,2496
Wheat,2024-06-02,2024-08-13,Fruiting,Regular field monitoring,4100
Potato,2024-11-22,2025-03-04,Fruiting,Chemical pesticides,2399
Cotton,2023-11-18,2024-05-13,Seedling,Regular field monitoring,2009
Rice,2024-04-18,2024-07-15,Maturity,Crop rotation,3682
Rice,2023-03-27,2023-07-05,Seedling,Use of organic pesticides,2736
Potato,2024-10-19,2025-01-30,Fruiting,Chemical pesticides,1947
Barley,2024-08-15,2025-01-12,Flowering,Crop rotation,4317
Rice,2025-02-09,2025-05-03,Vegetative,Use of organic pesticides,2331
Lettuce,2023-10-13,2023-12-18,Fruiting,Biological pest control,2027
Cotton,2024-10-17,2025-01-01,Vegetative,Neem oil application,4809
Wheat,2024-05-14,2024-08-19,Maturity,Neem oil application,2070
Potato,2023-08-13,2023-10-20,Seedling,Regular field monitoring,2428
Lettuce,2025-01-20,2025-06-24,Maturity,Regular field monitoring,4855
Rice,2023-05-21,2023-08-17,Maturity,Crop rotation,3572
Barley,2024-06-28,2024-09-20,Fruiting,Chemical pesticides,4083
Lettuce,2024-05-17,2024-09-26,Vegetative,Neem oil application,3688
Cotton,2024-11-01,2025-01-30,Fruiting,Biological pest control,2906
Cotton,2024-02-05,2024-04-15,Flowering,Biological pest control,1668
Corn,2023-10-26,2023-12-30,Vegetative,Use of organic pesticides,4935
Sugarcane,2024-01-23,2024-06-30,Flowering,Chemical pesticides,1008
Barley,2024-08-14,2024-11-17,Flowering,Chemical pesticides,2300
Cotton,2024-01-13,2024-04-07,Fruiting,Chemical pesticides,4160
Corn,2023-12-19,2024-04-19,Fruiting,Chemical pesticides,2332
Tomato,2024-08-27,2024-12-06,Maturity,Regular field monitoring,1371
Potato,2024-09-01,2025-02-08,Fruiting,Neem oil application,4174
Barley,2024-05-24,2024-09-16,Maturity,Biological pest control,4072
Rice,2024-12-10,2025-02-13,Fruiting,Crop rotation,2072
Soybean,2023-10-29,2024-02-20,Seedling,Use of organic pesticides,4799
Tomato,2023-09-24,2024-02-11,Flowering,Crop rotation,800
